planet_id,star_type,star_teff_k,star_magnitude_j,planet_radius_re,distance_pc,equilibrium_temp_k,in_habitable_zone,atmosphere_type,cloud_fraction,scale_height_km,o2_ch4_ratio,n_transits,broadband_snr,is_detected,noise_floor_ppm,transit_duration_h
3,M,3448.560796337704,10.778429151568677,2.1121606578781043,49.590356300121826,154.35544538720265,False,abiotic_o2,0.768194037170206,9.642949485879154,1000.0,10,9.929869371864552,True,24.53794256544279,4.647616073945515
3,M,3448.560796337704,10.778429151568677,2.1121606578781043,49.590356300121826,154.35544538720265,False,abiotic_o2,0.768194037170206,9.642949485879154,1000.0,20,11.674170766181938,True,22.384269182173306,4.647616073945515
4,M,3100.9175025947225,10.665404442198033,2.1887614678159006,38.107887282763926,344.67261467720056,False,abiotic_o2,0.37409156301614394,7.582814644128323,1000.0,5,16.326548673398488,True,40.97547995970712,1.2982623442574293
4,M,3100.9175025947225,10.665404442198033,2.1887614678159006,38.107887282763926,344.67261467720056,False,abiotic_o2,0.37409156301614394,7.582814644128323,1000.0,10,21.722036853775577,True,32.22252275462256,1.2982623442574293
4,M,3100.9175025947225,10.665404442198033,2.1887614678159006,38.107887282763926,344.67261467720056,False,abiotic_o2,0.37409156301614394,7.582814644128323,1000.0,20,27.904316915988353,True,26.816891503506017,1.2982623442574293
5,M,3192.768906235507,10.958846492748602,1.3254415709159104,46.55437402568886,376.59696839439545,False,earth_like,0.2371594625006499,10.294331169882852,1.0,5,70.72393987255806,True,45.29492820640207,1.3291423587246283
5,M,3192.768906235507,10.958846492748602,1.3254415709159104,46.55437402568886,376.59696839439545,False,earth_like,0.2371594625006499,10.294331169882852,1.0,10,88.57353953222346,True,34.98992304880163,1.3291423587246283
5,M,3192.768906235507,10.958846492748602,1.3254415709159104,46.55437402568886,376.59696839439545,False,earth_like,0.2371594625006499,10.294331169882852,1.0,20,104.90179772376766,True,28.491549297633618,1.3291423587246283
6,M,3451.594259315096,9.82960193892279,1.2674830164210882,32.08366128994069,129.32322140728778,False,high_co2,0.45623442428107364,8.810798537360187,0.01,5,63.47519176149178,True,23.319823839214333,5.453996970387947
6,M,3451.594259315096,9.82960193892279,1.2674830164210882,32.08366128994069,129.32322140728778,False,high_co2,0.45623442428107364,8.810798537360187,0.01,10,70.745525120909,True,21.722682713758278,5.453996970387947
6,M,3451.594259315096,9.82960193892279,1.2674830164210882,32.08366128994069,129.32322140728778,False,high_co2,0.45623442428107364,8.810798537360187,0.01,20,76.0904503389885,True,20.879116314398672,5.453996970387947
7,M,3480.9877797513554,10.21237337167539,2.0210369135040933,38.8202070114035,113.08100769383758,False,abiotic_o2,0.3981833774290161,10.177208425836245,1000.0,5,26.469434903301657,True,23.875801124272215,6.574515260622802
7,M,3480.9877797513554,10.21237337167539,2.0210369135040933,38.8202070114035,113.08100769383758,False,abiotic_o2,0.3981833774290161,10.177208425836245,1000.0,10,30.686098397938387,True,22.02261051421994,6.574515260622802
7,M,3480.9877797513554,10.21237337167539,2.0210369135040933,38.8202070114035,113.08100769383758,False,abiotic_o2,0.3981833774290161,10.177208425836245,1000.0,20,33.87182053014415,True,21.035441611653916,6.574515260622802
